id,,,RIL_1,RIL_103,RIL_104,RIL_113,RIL_115,RIL_12,RIL_123,RIL_124,RIL_131,RIL_136,RIL_143,RIL_146,RIL_147,RIL_15,RIL_150,RIL_154,RIL_155,RIL_16,RIL_164,RIL_166,RIL_171,RIL_174,RIL_175,RIL_176,RIL_182,RIL_183,RIL_184,RIL_187,RIL_190,RIL_193,RIL_198,RIL_199,RIL_2,RIL_201,RIL_204,RIL_205,RIL_206,RIL_207,RIL_208,RIL_21,RIL_211,RIL_212,RIL_213,RIL_215,RIL_222,RIL_223,RIL_225,RIL_228,RIL_229,RIL_23,RIL_232,RIL_234,RIL_235,RIL_240,RIL_242,RIL_243,RIL_248,RIL_25,RIL_250,RIL_251,RIL_253,RIL_255,RIL_256,RIL_259,RIL_264,RIL_265,RIL_267,RIL_268,RIL_270,RIL_277,RIL_281,RIL_282,RIL_284,RIL_285,RIL_288,RIL_289,RIL_290,RIL_294,RIL_30,RIL_300,RIL_301,RIL_303,RIL_308,RIL_31,RIL_311,RIL_318,RIL_325,RIL_329,RIL_332,RIL_337,RIL_339,RIL_340,RIL_341,RIL_344,RIL_346,RIL_347,RIL_353,RIL_354,RIL_355,RIL_357,RIL_359,RIL_36,RIL_360,RIL_363,RIL_373,RIL_376,RIL_380,RIL_39,RIL_42,RIL_46,RIL_53,RIL_60,RIL_63,RIL_65,RIL_66,RIL_69,RIL_7,RIL_70,RIL_73,RIL_76,RIL_80,RIL_89,RIL_9,RIL_93,RIL_5,RIL_18,RIL_20,RIL_29,RIL_41,RIL_44,RIL_52,RIL_56,RIL_68,RIL_78,RIL_88,RIL_194,RIL_195,RIL_231,RIL_236,RIL_261,RIL_278,RIL_307,RIL_312,RIL_328,RIL_331,RIL_348,RIL_352,RIL_366,RIL_367,RIL_368,RIL_370
A06x21255416,A06,137.680627571222,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21312795,A06,138.507121335816,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21369853,A06,138.914567164721,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21488412,A06,139.322525979658,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21534924,A06,140.149432473787,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21566743,A06,140.557391821109,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21606058,A06,140.96378210856,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21623986,A06,141.79068934585,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21659075,A06,142.19707963243,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21677198,A06,142.605249292258,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21852390,A06,143.013207849509,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21889982,A06,143.839900478793,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21968965,A06,144.666593108078,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22049007,A06,145.074551666202,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22141386,A06,145.482510222542,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22222087,A06,146.309416716675,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22414328,A06,146.717375272143,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22495533,A06,147.125544140115,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22528507,A06,147.533713007215,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22563280,A06,147.941881874315,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22573700,A06,148.350050741416,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22616349,A06,148.758219610273,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22704278,A06,149.165964371535,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22733245,A06,150.422169430845,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22790786,A06,150.829272727618,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x22977608,A06,152.52575854988,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x23089822,A06,152.933285947047,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x23145693,A06,153.341454816805,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x23170515,A06,153.749623683905,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
